Product Id, Product Name, Country, Network Name, Supplier Acc Id, Supplier Acc Name, MCC, MNC, Priority, Routing Criteria, Connectivity, Cost (USD), Prod Price (USD),
PRD016,Mx-Preferred,INDIA,AIRCEL ASSAM,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,404,29,2,MANUAL,SMPP,0.0015,0.0042,
PRD016,Mx-Preferred,INDIA,AIRCEL ASSAM,30569-1,ROUTESMS-MT-SMPP-TRAN,404,29,4,MANUAL,SMPP,0.0013,0.0042,
PRD016,Mx-Preferred,INDIA,AIRCEL ASSAM,25733-1,AIRCEL-IN-MT-SS7,404,29,1,MANUAL,SS7,0.0012,0.0042,0.003
PRD016,Mx-Preferred,INDIA,AIRCEL ORISSA,37776-1,SOLUTIONINFINI-MT-SMPP,404,28,3,MANUAL,SMPP,0.0022,--,
PRD016,Mx-Preferred,INDIA,AIRCEL ORISSA,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,404,28,2,MANUAL,SMPP,0.0015,0.0042,
PRD016,Mx-Preferred,INDIA,AIRCEL ORISSA,30569-1,ROUTESMS-MT-SMPP-TRAN,404,28,4,MANUAL,SMPP,0.0013,0.0042,
PRD016,Mx-Preferred,INDIA,AIRCEL ORISSA,25733-1,AIRCEL-IN-MT-SS7,404,28,1,MANUAL,SS7,0.0012,0.0042,0.003
PRD016,Mx-Preferred,INDIA,IDEA CELLULAR ORISSA,37776-1,SOLUTIONINFINI-MT-SMPP,405,850,3,MANUAL,SMPP,0.0022,--,
PRD016,Mx-Preferred,INDIA,IDEA CELLULAR ORISSA,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,405,850,2,MANUAL,SMPP,0.0015,0.0061,
PRD016,Mx-Preferred,INDIA,IDEA CELLULAR ORISSA,30569-1,ROUTESMS-MT-SMPP-TRAN,405,850,4,MANUAL,SMPP,0.0013,0.0061,
PRD016,Mx-Preferred,INDIA,IDEA CELLULAR ORISSA,"1""850""4-1",IDEA-IN-MT-SS7,405,850,1,MANUAL,SS7,0.0031,0.0061,0.003
PRD016,Mx-Preferred,INDIA,IDEA CELLULAR TAMIL NADU AND CHENNAI,37776-1,SOLUTIONINFINI-MT-SMPP,405,852,3,MANUAL,SMPP,0.0022,--,
PRD016,Mx-Preferred,INDIA,IDEA CELLULAR TAMIL NADU AND CHENNAI,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,405,852,2,MANUAL,SMPP,0.0015,0.0061,
PRD016,Mx-Preferred,INDIA,IDEA CELLULAR TAMIL NADU AND CHENNAI,30569-1,ROUTESMS-MT-SMPP-TRAN,405,852,4,MANUAL,SMPP,0.0013,0.0061,
PRD016,Mx-Preferred,INDIA,IDEA CELLULAR TAMIL NADU AND CHENNAI,18504-1,IDEA-IN-MT-SS7,405,852,1,MANUAL,SS7,0.0031,0.0061,0.003
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS UP WEST,37776-1,SOLUTIONINFINI-MT-SMPP,405,21,3,MANUAL,SMPP,0.0022,--,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS UP WEST,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,405,21,2,MANUAL,SMPP,0.0015,0.0042,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS UP WEST,30569-1,ROUTESMS-MT-SMPP-TRAN,405,21,4,MANUAL,SMPP,0.0013,0.0042,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS UP WEST,19227-1,RELIANCE-IN-MT-SS7,405,21,1,MANUAL,SS7,0.0012,0.0042,0.003
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS PUNJAB,37776-1,SOLUTIONINFINI-MT-SMPP,405,18,3,MANUAL,SMPP,0.0022,--,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS PUNJAB,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,405,18,2,MANUAL,SMPP,0.0015,0.0042,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS PUNJAB,30569-1,ROUTESMS-MT-SMPP-TRAN,405,18,4,MANUAL,SMPP,0.0013,0.0042,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS PUNJAB,19227-1,RELIANCE-IN-MT-SS7,405,18,1,MANUAL,SS7,0.0012,0.0042,0.003
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS MAHARASHTRA,37776-1,SOLUTIONINFINI-MT-SMPP,405,13,3,MANUAL,SMPP,0.0022,--,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS MAHARASHTRA,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,405,13,2,MANUAL,SMPP,0.0015,0.0042,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS MAHARASHTRA,30569-1,ROUTESMS-MT-SMPP-TRAN,405,13,4,MANUAL,SMPP,0.0013,0.0042,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS MAHARASHTRA,19227-1,RELIANCE-IN-MT-SS7,405,13,1,MANUAL,SS7,0.0012,0.0042,0.003
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS KARNATAKA,37776-1,SOLUTIONINFINI-MT-SMPP,405,10,3,MANUAL,SMPP,0.0022,--,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS KARNATAKA,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,405,10,2,MANUAL,SMPP,0.0015,0.0042,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS KARNATAKA,30569-1,ROUTESMS-MT-SMPP-TRAN,405,10,4,MANUAL,SMPP,0.0013,0.0042,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS KARNATAKA,19227-1,RELIANCE-IN-MT-SS7,405,10,1,MANUAL,SS7,0.0012,0.0042,0.003
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS KERALA,37776-1,SOLUTIONINFINI-MT-SMPP,405,11,3,MANUAL,SMPP,0.0022,--,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS KERALA,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,405,11,2,MANUAL,SMPP,0.0015,0.0042,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS KERALA,30569-1,ROUTESMS-MT-SMPP-TRAN,405,11,4,MANUAL,SMPP,0.0013,0.0042,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS KERALA,19227-1,RELIANCE-IN-MT-SS7,405,11,1,MANUAL,SS7,0.0012,0.0042,0.003
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS DELHI,37776-1,SOLUTIONINFINI-MT-SMPP,"405""""",5,3,MANUAL,SMPP,0.0022,--,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS DELHI,"3""05""69-4",ROUTESMS-MT-SMPP-SHORTCODE,405,5,2,MANUAL,SMPP,0.0015,0.0042,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS DELHI,"3""05""69-1",ROUTESMS-MT-SMPP-TRAN,405,5,4,MANUAL,SMPP,0.0013,0.0042,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS DELHI,19227-1,RELIANCE-IN-MT-SS7,"405""""",5,1,MANUAL,SS7,0.0012,0.0042,0.003
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS UP EAST,37776-1,SOLUTIONINFINI-MT-SMPP,405,22,3,MANUAL,SMPP,0.0022,--,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS UP EAST,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,405,22,2,MANUAL,SMPP,0.0015,0.0042,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS UP EAST,30569-1,ROUTESMS-MT-SMPP-TRAN,405,22,4,MANUAL,SMPP,0.0013,0.0042,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS UP EAST,"19""22""7-1",RELIANCE-IN-MT-SS7,405,22,1,MANUAL,SS7,0.0012,0.0042,0.003
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS RAJASTHAN,37776-1,SOLUTIONINFINI-MT-SMPP,405,19,3,MANUAL,SMPP,0.0022,--,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS RAJASTHAN,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,405,19,2,MANUAL,SMPP,0.0015,0.0042,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS RAJASTHAN,30569-1,ROUTESMS-MT-SMPP-TRAN,405,19,4,MANUAL,SMPP,0.0013,0.0042,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS RAJASTHAN,19227-1,RELIANCE-IN-MT-SS7,405,19,1,MANUAL,SS7,0.0012,0.0042,0.003
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS JAMMU,37776-1,SOLUTIONINFINI-MT-SMPP,405,9,3,MANUAL,SMPP,0.0022,--,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS JAMMU,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,405,9,2,MANUAL,SMPP,0.0015,0.0042,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS JAMMU,30569-1,ROUTESMS-MT-SMPP-TRAN,405,9,4,MANUAL,SMPP,0.0013,0.0042,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS JAMMU,19227-1,RELIANCE-IN-MT-SS7,405,9,1,MANUAL,SS7,0.0012,0.0042,0.003
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS HARYANA,37776-1,SOLUTIONINFINI-MT-SMPP,405,7,3,MANUAL,SMPP,0.0022,--,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS HARYANA,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,405,7,2,MANUAL,SMPP,0.0015,0.0042,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS HARYANA,30569-1,ROUTESMS-MT-SMPP-TRAN,405,7,4,MANUAL,SMPP,0.0013,0.0042,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS HARYANA,19227-1,RELIANCE-IN-MT-SS7,405,7,1,MANUAL,SS7,0.0012,0.0042,0.003
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS TAMIL NADU,37776-1,SOLUTIONINFINI-MT-SMPP,405,20,3,MANUAL,SMPP,0.0022,--,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS TAMIL NADU,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,405,20,2,MANUAL,SMPP,0.0015,0.0042,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS TAMIL NADU,30569-1,ROUTESMS-MT-SMPP-TRAN,405,20,4,MANUAL,SMPP,0.0013,0.0042,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS TAMIL NADU,19227-1,RELIANCE-IN-MT-SS7,405,20,1,MANUAL,SS7,0.0012,0.0042,0.003
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS GUJARAT,37776-1,SOLUTIONINFINI-MT-SMPP,405,6,3,MANUAL,SMPP,0.0022,--,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS GUJARAT,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,405,6,2,MANUAL,SMPP,0.0015,0.0042,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS GUJARAT,30569-1,ROUTESMS-MT-SMPP-TRAN,405,6,4,MANUAL,SMPP,0.0013,0.0042,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS GUJARAT,19227-1,RELIANCE-IN-MT-SS7,405,6,1,MANUAL,SS7,0.0012,0.0042,0.003
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS MUMBAI,37776-1,SOLUTIONINFINI-MT-SMPP,405,15,3,MANUAL,SMPP,0.0022,--,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS MUMBAI,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,405,15,2,MANUAL,SMPP,0.0015,0.0042,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS MUMBAI,30569-1,ROUTESMS-MT-SMPP-TRAN,405,15,4,MANUAL,SMPP,0.0013,0.0042,
PRD016,Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS MUMBAI,19227-1,RELIANCE-IN-MT-SS7,405,15,1,MANUAL,SS7,0.0012,0.0042,0.003
PRD016,Mx-Preferred,INDIA,AIRTEL JAMMU AND KASHMIR,37776-1,SOLUTIONINFINI-MT-SMPP,405,"55, 550, 551, 552",3,MANUAL,SMPP,0.0025,--,
PRD016,Mx-Preferred,INDIA,AIRTEL JAMMU AND KASHMIR,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,405,"55, 550, 551, 552",2,MANUAL,SMPP,0.0034,0.0061,
PRD016,Mx-Preferred,INDIA,AIRTEL JAMMU AND KASHMIR,30569-1,ROUTESMS-MT-SMPP-TRAN,405,"55, 550, 551, 552",4,MANUAL,SMPP,0.0013,0.0061,
PRD016,Mx-Preferred,INDIA,AIRTEL JAMMU AND KASHMIR,19434-1,BHARTI-IN-MT-SS7,405,"55, 550, 551, 552",1,MANUAL,SS7,0.0031,0.0061,0.003
PRD016,Mx-Preferred,INDIA,AIRTEL BIHAR,37776-1,SOLUTIONINFINI-MT-SMPP,405,52,3,MANUAL,SMPP,0.0025,--,
PRD016,Mx-Preferred,INDIA,AIRTEL BIHAR,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,405,52,2,MANUAL,SMPP,0.0034,0.0061,
PRD016,Mx-Preferred,INDIA,AIRTEL BIHAR,30569-1,ROUTESMS-MT-SMPP-TRAN,405,52,4,MANUAL,SMPP,0.0013,0.0061,
PRD016,Mx-Preferred,INDIA,AIRTEL BIHAR,19434-1,BHARTI-IN-MT-SS7,405,52,1,MANUAL,SS7,0.0031,0.0061,0.003
PRD016,Mx-Preferred,INDIA,AIRTEL ORISSA,37776-1,SOLUTIONINFINI-MT-SMPP,405,53,3,MANUAL,SMPP,0.0025,--,
PRD016,Mx-Preferred,INDIA,AIRTEL ORISSA,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,405,53,2,MANUAL,SMPP,0.0034,0.0061,
PRD016,Mx-Preferred,INDIA,AIRTEL ORISSA,30569-1,ROUTESMS-MT-SMPP-TRAN,405,53,4,MANUAL,SMPP,0.0013,0.0061,
PRD016,Mx-Preferred,INDIA,AIRTEL ORISSA,19434-1,BHARTI-IN-MT-SS7,405,53,1,MANUAL,SS7,0.0031,0.0061,0.003
PRD016,Mx-Preferred,INDIA,AIRTEL WEST BENGAL,37776-1,SOLUTIONINFINI-MT-SMPP,405,51,3,MANUAL,SMPP,0.0025,--,
PRD016,Mx-Preferred,INDIA,AIRTEL WEST BENGAL,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,405,51,2,MANUAL,SMPP,0.0034,0.0061,
PRD016,Mx-Preferred,INDIA,AIRTEL WEST BENGAL,30569-1,ROUTESMS-MT-SMPP-TRAN,405,51,4,MANUAL,SMPP,0.0013,0.0061,
PRD016,Mx-Preferred,INDIA,AIRTEL WEST BENGAL,19434-1,BHARTI-IN-MT-SS7,405,51,1,MANUAL,SS7,0.0031,0.0061,0.003
PRD016,Mx-Preferred,INDIA,AIRTEL ASSAM,37776-1,SOLUTIONINFINI-MT-SMPP,405,56,3,MANUAL,SMPP,0.0025,--,
PRD016,Mx-Preferred,INDIA,AIRTEL ASSAM,"30""56""9-4",ROUTESMS-MT-SMPP-SHORTCODE,405,56,2,MANUAL,SMPP,0.0034,0.0061,
PRD016,Mx-Preferred,INDIA,AIRTEL ASSAM,"30""56""9-1",ROUTESMS-MT-SMPP-TRAN,405,56,4,MANUAL,SMPP,0.0013,0.0061,
PRD016,Mx-Preferred,INDIA,AIRTEL ASSAM,19434-1,BHARTI-IN-MT-SS7,405,56,1,MANUAL,SS7,0.0031,0.0061,0.003
PRD016,Mx-Preferred,INDIA,AIRTEL UP EAST,37776-1,SOLUTIONINFINI-MT-SMPP,405,54,3,MANUAL,SMPP,0.0025,--,
PRD016,Mx-Preferred,INDIA,AIRTEL UP EAST,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,405,54,2,MANUAL,SMPP,0.0034,0.0061,
PRD016,Mx-Preferred,INDIA,AIRTEL UP EAST,30569-1,ROUTESMS-MT-SMPP-TRAN,405,54,4,MANUAL,SMPP,0.0013,0.0061,
PRD016,Mx-Preferred,INDIA,AIRTEL UP EAST,19434-1,BHARTI-IN-MT-SS7,405,54,1,MANUAL,SS7,0.0031,0.0061,0.003
"PRD0""16""",Mx-Preferred,INDIA,AIRTEL NORTH EAST,37776-1,SOLUTIONINFINI-MT-SMPP,404,16,3,MANUAL,SMPP,0.0025,--,
"PRD0""16""",Mx-Preferred,INDIA,AIRTEL NORTH EAST,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,404,16,2,MANUAL,SMPP,0.0034,0.0061,
"PRD0""16""",Mx-Preferred,INDIA,AIRTEL NORTH EAST,30569-1,ROUTESMS-MT-SMPP-TRAN,404,16,4,MANUAL,SMPP,0.0013,0.0061,
"PRD0""16""",Mx-Preferred,INDIA,AIRTEL NORTH EAST,19434-1,BHARTI-IN-MT-SS7,404,16,1,MANUAL,SS7,0.0031,0.0061,0.003
PRD016,Mx-Preferred,INDIA,TTSL KARNATAKA,37776-1,SOLUTIONINFINI-MT-SMPP,405,34,3,MANUAL,SMPP,0.0015,0.0045,
PRD016,Mx-Preferred,INDIA,TTSL KARNATAKA,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,405,34,1,MANUAL,SMPP,0.0015,0.0045,0.003
PRD016,Mx-Preferred,INDIA,TTSL KARNATAKA,30569-1,ROUTESMS-MT-SMPP-TRAN,405,34,4,MANUAL,SMPP,0.0013,0.0045,
PRD016,Mx-Preferred,INDIA,TTSL KARNATAKA,21092-1,TTSL-MT-SS7,405,34,2,MANUAL,SS7,0.0013,0.0045,
"PRD""01""6",Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS ANDHRA PRADESH,37776-1,SOLUTIONINFINI-MT-SMPP,405,1,3,MANUAL,SMPP,0.0022,--,
"PRD""01""6",Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS ANDHRA PRADESH,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,405,1,2,MANUAL,SMPP,0.0015,0.0042,
"PRD""01""6",Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS ANDHRA PRADESH,30569-1,ROUTESMS-MT-SMPP-TRAN,405,1,4,MANUAL,SMPP,0.0013,0.0042,
"PRD""01""6",Mx-Preferred,INDIA,RELIANCE COMMUNICATIONS ANDHRA PRADESH,19227-1,RELIANCE-IN-MT-SS7,405,1,1,MANUAL,SS7,0.0012,0.0042,0.003
PRD016,Mx-Preferred,INDIA,IDEA CELLULAR BIHAR AND JHARKHAND,37776-1,SOLUTIONINFINI-MT-SMPP,405,70,3,MANUAL,SMPP,0.0022,--,
PRD016,Mx-Preferred,INDIA,IDEA CELLULAR BIHAR AND JHARKHAND,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,405,70,2,MANUAL,SMPP,0.0015,0.0061,
PRD016,Mx-Preferred,INDIA,IDEA CELLULAR BIHAR AND JHARKHAND,30569-1,ROUTESMS-MT-SMPP-TRAN,405,70,4,MANUAL,SMPP,0.0013,0.0061,
PRD016,Mx-Preferred,INDIA,IDEA CELLULAR BIHAR AND JHARKHAND,18504-1,IDEA-IN-MT-SS7,405,70,1,MANUAL,SS7,0.0031,0.0061,0.003
PRD016,Mx-Preferred,INDIA,IDEA CELLULAR MUMBAI,37776-1,SOLUTIONINFINI-MT-SMPP,405,799,3,MANUAL,SMPP,0.0022,--,
PRD016,Mx-Preferred,INDIA,IDEA CELLULAR MUMBAI,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,405,799,2,MANUAL,SMPP,0.0015,0.0061,
PRD016,Mx-Preferred,INDIA,IDEA CELLULAR MUMBAI,30569-1,ROUTESMS-MT-SMPP-TRAN,405,799,4,MANUAL,SMPP,0.0013,0.0061,
PRD016,Mx-Preferred,INDIA,IDEA CELLULAR MUMBAI,18504-1,IDEA-IN-MT-SS7,405,799,1,MANUAL,SS7,0.0031,0.0061,0.003
PRD016,Mx-Preferred,INDIA,IDEA CELLULAR HIMACHAL PRADESH,37776-1,SOLUTIONINFINI-MT-SMPP,404,82,3,MANUAL,SMPP,0.0022,--,
PRD016,Mx-Preferred,INDIA,IDEA CELLULAR HIMACHAL PRADESH,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,404,82,2,MANUAL,SMPP,0.0015,0.0061,
PRD016,Mx-Preferred,INDIA,IDEA CELLULAR HIMACHAL PRADESH,30569-1,ROUTESMS-MT-SMPP-TRAN,404,82,4,MANUAL,SMPP,0.0013,0.0061,
PRD016,Mx-Preferred,INDIA,IDEA CELLULAR HIMACHAL PRADESH,18504-1,IDEA-IN-MT-SS7,404,82,1,MANUAL,SS7,0.0031,0.0061,0.003
PRD016,Mx-Preferred,INDIA,IDEA CELLULAR UTTAR PRADESH EAST,37776-1,SOLUTIONINFINI-MT-SMPP,404,89,3,MANUAL,SMPP,0.0022,--,
PRD016,Mx-Preferred,INDIA,IDEA CELLULAR UTTAR PRADESH EAST,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,404,89,2,MANUAL,SMPP,0.0015,0.0061,
PRD016,Mx-Preferred,INDIA,IDEA CELLULAR UTTAR PRADESH EAST,30569-1,ROUTESMS-MT-SMPP-TRAN,404,89,4,MANUAL,SMPP,0.0013,0.0061,
PRD016,Mx-Preferred,INDIA,IDEA CELLULAR UTTAR PRADESH EAST,18504-1,IDEA-IN-MT-SS7,404,89,1,MANUAL,SS7,0.0031,0.0061,0.003
PRD016,Mx-Preferred,INDIA,IDEA CELLULAR RAJASTHAN,37776-1,SOLUTIONINFINI-MT-SMPP,404,87,3,MANUAL,SMPP,0.0022,--,
PRD016,Mx-Preferred,INDIA,IDEA CELLULAR RAJASTHAN,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,404,87,2,MANUAL,SMPP,0.0015,0.0061,
PRD016,Mx-Preferred,INDIA,IDEA CELLULAR RAJASTHAN,30569-1,ROUTESMS-MT-SMPP-TRAN,404,87,4,MANUAL,SMPP,0.0013,0.0061,
PRD016,Mx-Preferred,INDIA,IDEA CELLULAR RAJASTHAN,18504-1,IDEA-IN-MT-SS7,404,87,1,MANUAL,SS7,0.0031,0.0061,0.003
PRD016,Mx-Preferred,INDIA,AIRCEL TAMILNADU,37776-1,SOLUTIONINFINI-MT-SMPP,404,42,3,MANUAL,SMPP,0.0022,--,
PRD016,Mx-Preferred,INDIA,AIRCEL TAMILNADU,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,404,42,2,MANUAL,SMPP,0.0015,0.0042,
PRD016,Mx-Preferred,INDIA,AIRCEL TAMILNADU,30569-1,ROUTESMS-MT-SMPP-TRAN,404,42,4,MANUAL,SMPP,0.0013,0.0042,
PRD016,Mx-Preferred,INDIA,AIRCEL TAMILNADU,25733-1,AIRCEL-IN-MT-SS7,404,42,1,MANUAL,SS7,0.0012,0.0042,0.003
PRD016,Mx-Preferred,INDIA,BSNL KOLKATA,37776-1,SOLUTIONINFINI-MT-SMPP,404,81,3,MANUAL,SMPP,0.0022,--,
PRD016,Mx-Preferred,INDIA,BSNL KOLKATA,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,404,81,2,MANUAL,SMPP,0.0015,0.0044,
PRD016,Mx-Preferred,INDIA,BSNL KOLKATA,30569-1,ROUTESMS-MT-SMPP-TRAN,404,81,4,MANUAL,SMPP,0.0013,0.0044,
PRD016,Mx-Preferred,INDIA,BSNL KOLKATA,19617-1,BSNL-IN-MT-SS7,404,81,1,MANUAL,SS7,0.0014,0.0044,0.003
PRD016,Mx-Preferred,INDIA,BSNL TAMIL NADU,37776-1,SOLUTIONINFINI-MT-SMPP,404,80,3,MANUAL,SMPP,0.0022,--,
PRD016,Mx-Preferred,INDIA,BSNL TAMIL NADU,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,404,80,2,MANUAL,SMPP,0.0015,0.0044,
PRD016,Mx-Preferred,INDIA,BSNL TAMIL NADU,30569-1,ROUTESMS-MT-SMPP-TRAN,404,80,4,MANUAL,SMPP,0.0013,0.0044,
PRD016,Mx-Preferred,INDIA,BSNL TAMIL NADU,19617-1,BSNL-IN-MT-SS7,404,80,1,MANUAL,SS7,0.0014,0.0044,0.003
PRD016,Mx-Preferred,INDIA,BSNL JAMMU AND KASHMIR,37776-1,SOLUTIONINFINI-MT-SMPP,404,62,3,MANUAL,SMPP,0.0022,--,
PRD016,Mx-Preferred,INDIA,BSNL JAMMU AND KASHMIR,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,404,62,2,MANUAL,SMPP,0.0015,0.0044,
PRD016,Mx-Preferred,INDIA,BSNL JAMMU AND KASHMIR,30569-1,ROUTESMS-MT-SMPP-TRAN,404,62,4,MANUAL,SMPP,0.0013,0.0044,
PRD016,Mx-Preferred,INDIA,BSNL JAMMU AND KASHMIR,19617-1,BSNL-IN-MT-SS7,404,62,1,MANUAL,SS7,0.0014,0.0044,0.003
PRD016,Mx-Preferred,INDIA,BSNL NORTH EAST,"3""77""76-1",SOLUTIONINFINI-MT-SMPP,404,77,3,MANUAL,SMPP,0.0022,--,
PRD016,Mx-Preferred,INDIA,BSNL NORTH EAST,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,404,77,2,MANUAL,SMPP,0.0015,0.0044,
PRD016,Mx-Preferred,INDIA,BSNL NORTH EAST,30569-1,ROUTESMS-MT-SMPP-TRAN,404,77,4,MANUAL,SMPP,0.0013,0.0044,
PRD016,Mx-Preferred,INDIA,BSNL NORTH EAST,19617-1,BSNL-IN-MT-SS7,404,77,1,MANUAL,SS7,0.0014,0.0044,0.003
PRD016,Mx-Preferred,INDIA,BSNL ORISSA,"377""76""-1",SOLUTIONINFINI-MT-SMPP,404,76,3,MANUAL,SMPP,0.0022,--,
PRD016,Mx-Preferred,INDIA,BSNL ORISSA,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,404,76,2,MANUAL,SMPP,0.0015,0.0044,
PRD016,Mx-Preferred,INDIA,BSNL ORISSA,30569-1,ROUTESMS-MT-SMPP-TRAN,404,76,4,MANUAL,SMPP,0.0013,0.0044,
PRD016,Mx-Preferred,INDIA,BSNL ORISSA,19617-1,BSNL-IN-MT-SS7,404,76,1,MANUAL,SS7,0.0014,0.0044,0.003
PRD016,Mx-Preferred,INDIA,BSNL BIHAR,37776-1,SOLUTIONINFINI-MT-SMPP,404,75,3,MANUAL,SMPP,0.0022,--,
PRD016,Mx-Preferred,INDIA,BSNL BIHAR,30569-4,ROUTESMS-MT-SMPP-SHORTCODE,404,75,2,MANUAL,SMPP,0.0015,0.0044,
PRD016,Mx-Preferred,INDIA,BSNL BIHAR,30569-1,ROUTESMS-MT-SMPP-TRAN,404,75,4,MANUAL,SMPP,0.0013,0.0044,
PRD016,Mx-Preferred,INDIA,BSNL BIHAR,19617-1,BSNL-IN-MT-SS7,404,75,1,MANUAL,SS7,0.0014,0.0044,0.003
PRD016,Mx-Preferred,INDIA,BSNL ANDHRA PRADESH,37776-1,SOLUTIONINFINI-MT-SMPP,404,73,3,MANUAL,SMPP,0.0022,--,
